blocking,ac,track,tier,species,fold,n_positive,f1,prauc
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,2,726,0.9072,0.92031
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,3,1175,0.79685,0.80059
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,4,175,0.46263,0.53238
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,5,587,0.91099,0.92542
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,6,147,0.4811,0.43732
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,7,145,0.46957,0.58365
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,8,153,0.47328,0.51488
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,9,157,0.64214,0.69248
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,0,36,0.0,0.04201
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,1,52,0.06897,0.09232
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,2,136,0.07229,0.15751
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,3,755,0.0,0.4722
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,4,51,0.13793,0.25977
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,5,59,0.08187,0.05819
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,6,45,0.04,0.13138
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,7,46,0.0,0.17945
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,8,44,0.10714,0.18222
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_norvegica,9,47,0.08824,0.15265
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,0,36,0.09524,0.08033
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,1,52,0.03448,0.09411
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,2,136,0.09877,0.17416
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,3,755,0.0,0.50002
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,4,51,0.13333,0.23429
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,5,59,0.07175,0.05988
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,6,45,0.03846,0.15006
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,7,46,0.0678,0.1621
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,8,44,0.11111,0.18215
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_norvegica,9,47,0.09677,0.14238
grid,ACOLITE,ACOLITE_only,warning,Karenia,0,925,0.59902,0.80313
grid,ACOLITE,ACOLITE_only,warning,Karenia,1,140,0.32287,0.40513
grid,ACOLITE,ACOLITE_only,warning,Karenia,2,109,0.57471,0.58238
grid,ACOLITE,ACOLITE_only,warning,Karenia,3,252,0.21769,0.41013
grid,ACOLITE,ACOLITE_only,warning,Karenia,4,438,0.95602,0.98926
grid,ACOLITE,ACOLITE_only,warning,Karenia,5,136,0.66957,0.7364
grid,ACOLITE,ACOLITE_only,warning,Karenia,6,115,0.71154,0.78453
grid,ACOLITE,ACOLITE_only,warning,Karenia,7,130,0.625,0.81283
grid,ACOLITE,ACOLITE_only,warning,Karenia,8,122,0.58537,0.75507
grid,ACOLITE,ACOLITE_only,warning,Karenia,9,114,0.67725,0.82219
grid,ACOLITE,ACOLITE_roms,warning,Karenia,0,925,0.81971,0.90041
grid,ACOLITE,ACOLITE_roms,warning,Karenia,1,140,0.27856,0.56065
grid,ACOLITE,ACOLITE_roms,warning,Karenia,2,109,0.57843,0.60215
grid,ACOLITE,ACOLITE_roms,warning,Karenia,3,252,0.19788,0.43414
grid,ACOLITE,ACOLITE_roms,warning,Karenia,4,438,0.95935,0.99129
grid,ACOLITE,ACOLITE_roms,warning,Karenia,5,136,0.68313,0.74685
grid,ACOLITE,ACOLITE_roms,warning,Karenia,6,115,0.73394,0.83394
grid,ACOLITE,ACOLITE_roms,warning,Karenia,7,130,0.6729,0.84915
grid,ACOLITE,ACOLITE_roms,warning,Karenia,8,122,0.64516,0.80706
grid,ACOLITE,ACOLITE_roms,warning,Karenia,9,114,0.81951,0.89622
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,0,103,0.525,0.5794
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,1,115,0.30909,0.50584
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,2,203,0.28092,0.30549
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,3,828,0.397,0.61711
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,4,117,0.67005,0.79842
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,5,305,0.5082,0.52172
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,6,111,0.61458,0.69775
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,7,112,0.69652,0.76836
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,8,110,0.51934,0.63937
grid,ACOLITE,ACOLITE_only,warning,Pseudo-nitzschia,9,117,0.63348,0.67197
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,0,103,0.70056,0.70081
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,1,115,0.4,0.53579
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,2,203,0.35567,0.42656
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,3,828,0.34706,0.62289
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,4,117,0.74286,0.84617
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,5,305,0.49558,0.50627
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,6,111,0.6798,0.7693
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,7,112,0.67299,0.79205
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,8,110,0.63333,0.78573
grid,ACOLITE,ACOLITE_roms,warning,Pseudo-nitzschia,9,117,0.64253,0.74119
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,0,67,0.32941,0.32909
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,1,85,0.37349,0.43944
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,2,190,0.24818,0.34121
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,3,765,0.09058,0.52386
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,4,76,0.56115,0.67421
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,5,208,0.23565,0.36517
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,6,80,0.44094,0.49224
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,7,76,0.52459,0.62911
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,8,75,0.45528,0.58829
grid,Baseline,Baseline_only,warning,Alexandrium_catenella,9,72,0.36975,0.445
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,0,67,0.45652,0.60561
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,1,85,0.57364,0.72271
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,2,190,0.25833,0.38739
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,3,765,0.07152,0.54523
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,4,76,0.65753,0.78196
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,5,208,0.31818,0.34752
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,6,80,0.46774,0.57883
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,7,76,0.64662,0.70036
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,8,75,0.48739,0.64297
grid,Baseline,Baseline_roms,warning,Alexandrium_catenella,9,72,0.44828,0.57258
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,0,280,0.11411,0.18721
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,1,336,0.39884,0.37652
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,2,726,0.9375,0.95502
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,3,1175,0.70087,0.822
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,4,175,0.43902,0.51455
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,5,587,0.91624,0.95548
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,6,147,0.47719,0.42841
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,7,145,0.36364,0.46533
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,8,153,0.38866,0.46258
grid,Baseline,Baseline_only,warning,Dinophysis_acuminata,9,157,0.59107,0.56105
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,0,280,0.18235,0.21633
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,1,336,0.2875,0.43446
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,2,726,0.93822,0.92963
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,3,1175,0.67673,0.81245
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,4,175,0.43056,0.51049
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,5,587,0.92494,0.9323
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,6,147,0.49296,0.45442
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,7,145,0.45217,0.54048
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,8,153,0.41975,0.50461
grid,Baseline,Baseline_roms,warning,Dinophysis_acuminata,9,157,0.61538,0.65915
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,0,36,0.0,0.06683
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,1,52,0.0,0.06163
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,2,136,0.01399,0.16417
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,3,755,0.0,0.49935
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,4,51,0.06897,0.16132
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,5,59,0.08284,0.07435
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,6,45,0.0,0.17568
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,7,46,0.0,0.1779
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,8,44,0.07692,0.13333
grid,Baseline,Baseline_only,warning,Dinophysis_norvegica,9,47,0.03226,0.13296
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,0,36,0.05263,0.09525
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,1,52,0.0,0.11476
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,2,136,0.0,0.17105
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,3,755,0.0,0.51436
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,4,51,0.06557,0.18868
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,5,59,0.07048,0.05876
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,6,45,0.14286,0.242
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,7,46,0.07273,0.18089
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,8,44,0.07143,0.15553
grid,Baseline,Baseline_roms,warning,Dinophysis_norvegica,9,47,0.03448,0.15616
grid,Baseline,Baseline_only,warning,Karenia,0,925,0.85352,0.93205
grid,Baseline,Baseline_only,warning,Karenia,1,140,0.55914,0.53366
grid,Baseline,Baseline_only,warning,Karenia,2,109,0.49485,0.56008
grid,Baseline,Baseline_only,warning,Karenia,3,252,0.25915,0.35398
grid,Baseline,Baseline_only,warning,Karenia,4,438,0.94845,0.98948
grid,Baseline,Baseline_only,warning,Karenia,5,136,0.60444,0.67347
grid,Baseline,Baseline_only,warning,Karenia,6,115,0.64921,0.74076
grid,Baseline,Baseline_only,warning,Karenia,7,130,0.62069,0.8063
grid,Baseline,Baseline_only,warning,Karenia,8,122,0.46875,0.64677
grid,Baseline,Baseline_only,warning,Karenia,9,114,0.69,0.80401
grid,Baseline,Baseline_roms,warning,Karenia,0,925,0.79339,0.89355
grid,Baseline,Baseline_roms,warning,Karenia,1,140,0.42544,0.61067
grid,Baseline,Baseline_roms,warning,Karenia,2,109,0.60377,0.64544
grid,Baseline,Baseline_roms,warning,Karenia,3,252,0.2069,0.4002
grid,Baseline,Baseline_roms,warning,Karenia,4,438,0.96528,0.99292
grid,Baseline,Baseline_roms,warning,Karenia,5,136,0.65254,0.71521
grid,Baseline,Baseline_roms,warning,Karenia,6,115,0.70647,0.80753
grid,Baseline,Baseline_roms,warning,Karenia,7,130,0.67299,0.82024
grid,Baseline,Baseline_roms,warning,Karenia,8,122,0.66986,0.83564
grid,Baseline,Baseline_roms,warning,Karenia,9,114,0.77778,0.88884
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,0,103,0.52121,0.46271
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,1,115,0.41885,0.40922
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,2,203,0.34312,0.30996
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,3,828,0.42122,0.62978
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,4,117,0.60104,0.72599
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,5,305,0.46787,0.46709
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,6,111,0.42222,0.50534
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,7,112,0.56044,0.68822
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,8,110,0.44586,0.59177
grid,Baseline,Baseline_only,warning,Pseudo-nitzschia,9,117,0.56158,0.64079
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,0,103,0.6506,0.62891
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,1,115,0.52212,0.5811
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,2,203,0.36923,0.44998
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,3,828,0.40864,0.6514
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,4,117,0.69484,0.79149
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,5,305,0.51594,0.51675
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,6,111,0.57754,0.66105
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,7,112,0.66332,0.77113
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,8,110,0.48447,0.74772
grid,Baseline,Baseline_roms,warning,Pseudo-nitzschia,9,117,0.69091,0.78019
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,0,67,0.12881,0.15302
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,1,85,0.29442,0.38426
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,2,190,0.32727,0.37124
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,3,765,0.05412,0.53969
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,4,76,0.59701,0.61965
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,5,208,0.33773,0.36591
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,6,80,0.46154,0.4535
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,7,76,0.43902,0.54294
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,8,75,0.46269,0.54527
grid,C2RCC,C2RCC_only,warning,Alexandrium_catenella,9,72,0.4031,0.48801
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,0,67,0.47423,0.46582
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,1,85,0.60294,0.67852
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,2,190,0.33202,0.41962
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,3,765,0.05243,0.55777
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,4,76,0.69504,0.78884
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,5,208,0.34707,0.38238
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,6,80,0.52941,0.56613
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,7,76,0.60465,0.65604
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,8,75,0.544,0.63485
grid,C2RCC,C2RCC_roms,warning,Alexandrium_catenella,9,72,0.52101,0.61885
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,0,280,0.10952,0.15097
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,1,336,0.4975,0.38139
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,2,726,0.82615,0.90872
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,3,1175,0.73277,0.79004
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,4,175,0.40994,0.39912
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,5,587,0.85891,0.91717
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,6,147,0.54491,0.49928
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,7,145,0.48464,0.44165
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,8,153,0.41447,0.43816
grid,C2RCC,C2RCC_only,warning,Dinophysis_acuminata,9,157,0.56111,0.56503
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,0,280,0.15278,0.19694
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,1,336,0.33663,0.44429
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,2,726,0.85944,0.92534
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,3,1175,0.6617,0.79763
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,4,175,0.45806,0.50376
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,5,587,0.87957,0.91069
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,6,147,0.52203,0.51302
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,7,145,0.45783,0.54953
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,8,153,0.46479,0.4579
grid,C2RCC,C2RCC_roms,warning,Dinophysis_acuminata,9,157,0.61386,0.66579
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,0,36,0.0292,0.0188
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,1,52,0.0,0.06668
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,2,136,0.03871,0.15854
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,3,755,0.00265,0.45748
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,4,51,0.11628,0.13812
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,5,59,0.0724,0.06385
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,6,45,0.08163,0.19931
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,7,46,0.06897,0.14283
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,8,44,0.06452,0.1379
grid,C2RCC,C2RCC_only,warning,Dinophysis_norvegica,9,47,0.0,0.13258
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,0,36,0.04651,0.05897
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,1,52,0.0,0.10555
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,2,136,0.0,0.16607
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,3,755,0.0,0.51378
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,4,51,0.15385,0.17513
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,5,59,0.07143,0.06573
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,6,45,0.07407,0.19332
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,7,46,0.10714,0.14982
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,8,44,0.07407,0.17037
grid,C2RCC,C2RCC_roms,warning,Dinophysis_norvegica,9,47,0.10345,0.17325
grid,C2RCC,C2RCC_only,warning,Karenia,0,925,0.52913,0.74092
grid,C2RCC,C2RCC_only,warning,Karenia,1,140,0.63636,0.62544
grid,C2RCC,C2RCC_only,warning,Karenia,2,109,0.48148,0.55867
grid,C2RCC,C2RCC_only,warning,Karenia,3,252,0.15017,0.30721
grid,C2RCC,C2RCC_only,warning,Karenia,4,438,0.94432,0.98842
grid,C2RCC,C2RCC_only,warning,Karenia,5,136,0.58772,0.65979
grid,C2RCC,C2RCC_only,warning,Karenia,6,115,0.6943,0.77128
grid,C2RCC,C2RCC_only,warning,Karenia,7,130,0.55385,0.7367
grid,C2RCC,C2RCC_only,warning,Karenia,8,122,0.57143,0.76961
grid,C2RCC,C2RCC_only,warning,Karenia,9,114,0.54971,0.71355
grid,C2RCC,C2RCC_roms,warning,Karenia,0,925,0.59737,0.79409
grid,C2RCC,C2RCC_roms,warning,Karenia,1,140,0.3304,0.57897
grid,C2RCC,C2RCC_roms,warning,Karenia,2,109,0.62827,0.65047
grid,C2RCC,C2RCC_roms,warning,Karenia,3,252,0.2069,0.40018
grid,C2RCC,C2RCC_roms,warning,Karenia,4,438,0.95925,0.99133
grid,C2RCC,C2RCC_roms,warning,Karenia,5,136,0.68619,0.71961
grid,C2RCC,C2RCC_roms,warning,Karenia,6,115,0.73832,0.82628
grid,C2RCC,C2RCC_roms,warning,Karenia,7,130,0.63768,0.8004
grid,C2RCC,C2RCC_roms,warning,Karenia,8,122,0.68269,0.86681
grid,C2RCC,C2RCC_roms,warning,Karenia,9,114,0.74872,0.88023
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,0,103,0.13811,0.20684
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,1,115,0.31429,0.41538
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,2,203,0.28721,0.31984
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,3,828,0.42581,0.62127
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,4,117,0.67337,0.76692
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,5,305,0.53472,0.57272
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,6,111,0.45977,0.56962
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,7,112,0.59067,0.64044
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,8,110,0.43094,0.54627
grid,C2RCC,C2RCC_only,warning,Pseudo-nitzschia,9,117,0.54634,0.57143
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,0,103,0.42379,0.50342
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,1,115,0.54545,0.64019
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,2,203,0.36011,0.39449
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,3,828,0.39116,0.6261
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,4,117,0.69268,0.84378
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,5,305,0.48445,0.54814
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,6,111,0.66332,0.73016
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,7,112,0.68063,0.77511
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,8,110,0.62983,0.73269
grid,C2RCC,C2RCC_roms,warning,Pseudo-nitzschia,9,117,0.67857,0.74611
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,0,52,0.69663,0.73767
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,1,60,0.41379,0.47615
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,2,55,0.74725,0.80283
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,3,637,0.0184,0.41943
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,4,82,0.28571,0.29391
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,5,153,0.18103,0.22319
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,6,62,0.54369,0.63193
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,7,67,0.55856,0.62801
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,8,68,0.42105,0.47645
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Alexandrium_catenella,9,65,0.51786,0.59619
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,0,52,0.80851,0.877
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,1,60,0.56842,0.66463
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,2,55,0.8,0.90194
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,3,637,0.02164,0.4542
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,4,82,0.42975,0.4265
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,5,153,0.18519,0.22156
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,6,62,0.54369,0.61334
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,7,67,0.58407,0.65506
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,8,68,0.52252,0.54045
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Alexandrium_catenella,9,65,0.54206,0.62898
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,0,21,0.375,0.45748
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,1,56,0.24444,0.23876
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,2,22,0.0597,0.04232
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,3,837,0.66786,0.65709
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,4,442,0.712,0.6403
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,5,500,0.82198,0.90644
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,6,48,0.24324,0.29443
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,7,59,0.19259,0.17312
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,8,59,0.26154,0.2722
quadtree_adaptive,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,9,49,0.26087,0.28557
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,0,21,0.6,0.76514
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,1,56,0.35897,0.39625
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,2,22,0.42857,0.32904
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,3,837,0.41965,0.68971
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,4,442,0.55659,0.6808
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,5,500,0.56361,0.88658
quadtree_adaptive,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,6,48,0.35135,0.45869
